index;symbol;A;Z;N;color;stable;alpha decay;beta minus decay;beta plus decay;first decay;second decay;decay text;file name
1.022;Tl;209;81;128;b;false;false;true;false;β-;;β-;1.022_Tl209_bm
1.023;Tl;210;81;129;b;false;false;true;false;β-;;β-;1.023_Tl210_bm
1.024;Pb;194;82;112;o+g;false;true;false;true;β+;α;β+, α;1.024_Pb194_bp-a
1.025;Pb;196;82;114;o;false;false;false;true;β+;;β+;1.025_Pb196_bp
1.026;Pb;197;82;115;o;false;false;false;true;β+;;β+;1.026_Pb197_bp
1.027;Pb;198;82;116;o;false;false;false;true;β+;;β+;1.027_Pb198_bp
1.028;Pb;199;82;117;o;false;false;false;true;β+;;β+;1.028_Pb199_bp
1.029;Pb;200;82;118;o;false;false;false;true;β+;;β+;1.029_Pb200_bp
1.030;Pb;201;82;119;o;false;false;false;true;β+;;β+;1.030_Pb201_bp
1.031;Pb;202;82;120;o+g;false;true;false;true;β+;α;β+, α;1.031_Pb202_bp-a
1.032;Pb;203;82;121;o;false;false;false;true;β+;;β+;1.032_Pb203_bp
1.033;Pb;204;82;122;s;true;false;false;false;;;;1.033_Pb204_stable
1.034;Pb;205;82;123;o;false;false;false;true;β+;;β+;1.034_Pb205_bp
1.035;Pb;206;82;124;s;true;false;false;false;;;;1.035_Pb206_stable
1.036;Pb;207;82;125;s;true;false;false;false;;;;1.036_Pb207_stable
1.037;Pb;208;82;126;s;true;false;false;false;;;;1.037_Pb208_stable
1.038;Pb;209;82;127;b;false;false;true;false;β-;;β-;1.038_Pb209_bm
1.039;Pb;210;82;128;b+g;false;true;true;false;β-;α;β-, α;1.039_Pb210_bm-a
1.040;Pb;211;82;129;b;false;false;true;false;β-;;β-;1.040_Pb211_bm
1.041;Pb;212;82;130;b;false;false;true;false;β-;;β-;1.041_Pb212_bm
1.042;Pb;214;82;132;b;false;false;true;false;β-;;β-;1.042_Pb214_bm
1.043;Bi;197;83;114;o+o;false;false;false;true;β+;β+;β+, β+;1.043_Bi197_bp-bp
1.044;Bi;200;83;117;o;false;false;false;true;β+;;β+;1.044_Bi200_bp
1.045;Bi;201;83;118;o+o;false;false;false;true;β+;β+;β+, β+;1.045_Bi201_bp-bp
1.046;Bi;202;83;119;o;false;false;false;true;β+;;β+;1.046_Bi202_bp
1.047;Bi;203;83;120;o;false;false;false;true;β+;;β+;1.047_Bi203_bp
1.048;Bi;204;83;121;o+o;false;false;false;true;β+;β+;β+, β+;1.048_Bi204_bp-bp
1.049;Bi;205;83;122;o;false;false;false;true;β+;;β+;1.049_Bi205_bp
1.050;Bi;206;83;123;o;false;false;false;true;β+;;β+;1.050_Bi206_bp
1.051;Bi;207;83;124;o;false;false;false;true;β+;;β+;1.051_Bi207_bp
1.052;Bi;208;83;125;o;false;false;false;true;β+;;β+;1.052_Bi208_bp
1.053;Bi;209;83;126;s;true;false;false;false;;;;1.053_Bi209_stable
1.054;Bi;210;83;127;b+g;false;true;true;false;β-;α;β-, α;1.054_Bi210_bm-a
1.055;Bi;211;83;128;g+b;false;true;true;false;α;β-;α, β-;1.055_Bi211_a-bm
1.056;Bi;212;83;129;b+g;false;true;true;false;β-;α;β-, α;1.056_Bi212_bm-a
1.057;Bi;213;83;130;b+g;false;true;true;false;β-;α;β-, α;1.057_Bi213_bm-a
1.058;Bi;214;83;131;b+g;false;true;true;false;β-;α;β-, α;1.058_Bi214_bm-a
1.059;Bi;215;83;132;b;false;false;true;false;β-;;β-;1.059_Bi215_bm
1.060;Bi;216;83;133;b;false;false;true;false;β-;;β-;1.060_Bi216_bm
1.061;Po;210;84;126;g;false;true;false;false;α;;α;1.061_Po210_a
